First Index,Second Index,Similarity,Total Neighbors a,Total Neighbors a_star,Matching Neighbor Pairs,total_b,total_b_star,b / a_neigh,b_star / a_star_neigh
6080,13452,0.8570088148117065,64,350,58,58,58,0.90625,0.1657143
407,11214,0.8319228887557983,33,44,6,6,6,0.1818182,0.1363636
1618,15039,0.8118398189544678,73,66,17,17,17,0.2328767,0.2575758
9417,18485,0.8524437546730042,85,413,66,66,66,0.7764706,0.1598063
9057,17010,0.7206235527992249,3,3,1,1,1,0.3333333,0.3333333
3002,12147,0.7297676801681519,12,9,2,2,2,0.1666667,0.2222222
4839,16514,0.7754888534545898,18,7,2,2,2,0.1111111,0.2857143
5873,10843,0.7527700066566467,6,6,2,2,2,0.3333333,0.3333333
7928,17833,0.8556908369064331,22,35,10,10,10,0.4545455,0.2857143
2401,16589,0.8439483642578125,13,21,2,2,2,0.1538462,0.0952381
7296,14215,0.8975178599357605,16,13,1,1,1,0.0625,0.0769231
3305,16879,0.893905520439148,81,81,7,7,7,0.0864198,0.0864198
7637,17662,0.7155495882034302,35,38,13,13,13,0.3714286,0.3421053
2352,18947,0.8623287677764893,27,32,7,7,7,0.2592593,0.21875
953,16203,0.8505160808563232,38,51,17,17,17,0.4473684,0.3333333
7475,14567,0.7713133096694946,9,8,0,0,0,0.0,0.0
3514,14221,0.7548313140869141,26,26,9,9,9,0.3461538,0.3461538
2697,15805,0.644327700138092,6,5,3,3,3,0.5,0.6
5096,13788,0.7607555389404297,9,7,2,2,2,0.2222222,0.2857143
6128,16070,0.8575353026390076,32,52,10,10,10,0.3125,0.1923077
4062,12634,0.7510499358177185,7,5,1,1,1,0.1428571,0.2
8313,11766,0.8317099809646606,29,11,6,6,6,0.2068966,0.5454545
7465,14000,0.8561357259750366,20,12,5,5,5,0.25,0.4166667
4965,10866,0.8394073843955994,167,370,50,50,50,0.2994012,0.1351351
4013,18641,0.7589229345321655,120,132,32,32,32,0.2666667,0.2424242
8139,13312,0.8528741598129272,19,14,2,2,2,0.1052632,0.1428571
9556,19042,0.8797179460525513,5,5,1,1,1,0.2,0.2
5766,16778,0.8218792080879211,80,91,10,10,10,0.125,0.1098901
4940,10400,0.7349728345870972,40,34,3,3,3,0.075,0.0882353
6088,10004,0.8383070230484009,9,16,1,1,1,0.1111111,0.0625
5874,16576,0.845549464225769,22,36,4,4,4,0.1818182,0.1111111
1140,13949,0.8111245632171631,94,85,24,24,24,0.2553191,0.2823529
3260,16044,0.8294045925140381,327,290,72,72,72,0.2201835,0.2482759
1603,15287,0.7538578510284424,7,13,2,2,2,0.2857143,0.1538462
153,14298,0.7727146148681641,12,16,3,3,3,0.25,0.1875
886,13803,0.8423075675964355,9,6,0,0,0,0.0,0.0
6676,15888,0.815245509147644,7,10,2,2,2,0.2857143,0.2
6336,15294,0.8417268991470337,10,5,4,4,4,0.4,0.8
2910,10799,0.7417593002319336,15,13,0,0,0,0.0,0.0
8637,14813,0.8393566608428955,37,18,9,9,9,0.2432432,0.5
8934,15594,0.7860276699066162,6,7,1,1,1,0.1666667,0.1428571
9402,11498,0.6982558965682983,25,38,7,7,7,0.28,0.1842105
5824,16961,0.8533719778060913,4,3,0,0,0,0.0,0.0
8359,14725,0.8231806755065918,3,2,0,0,0,0.0,0.0
7776,17559,0.7014482021331787,11,9,0,0,0,0.0,0.0
5722,17587,0.8230180144309998,28,24,4,4,4,0.1428571,0.1666667
3529,18397,0.8402742743492126,5,2,0,0,0,0.0,0.0
5939,11205,0.8108125925064087,4,11,1,1,1,0.25,0.0909091
1398,12765,0.7623382806777954,6,30,4,4,4,0.6666667,0.1333333
2239,16270,0.784137487411499,4,3,0,0,0,0.0,0.0
5352,18929,0.8144710063934326,6,5,1,1,1,0.1666667,0.2
9515,18506,0.6810334920883179,8,20,2,2,2,0.25,0.1
3408,14881,0.825870931148529,21,17,2,2,2,0.0952381,0.1176471
808,14512,0.8791959285736084,9,6,2,2,2,0.2222222,0.3333333
1038,15239,0.8388523459434509,5,16,4,4,4,0.8,0.25
637,19096,0.7848600745201111,20,15,6,6,6,0.3,0.4
2260,17761,0.846808671951294,4,3,1,1,1,0.25,0.3333333
8863,11467,0.8037528991699219,25,18,5,5,5,0.2,0.2777778
6881,10425,0.7957492470741272,13,3,0,0,0,0.0,0.0
9647,14438,0.7785968780517578,8,6,0,0,0,0.0,0.0
7020,12017,0.7992789149284363,28,26,6,6,6,0.2142857,0.2307692
2838,19171,0.8097684979438782,7,11,1,1,1,0.1428571,0.0909091
9280,14909,0.7903592586517334,92,105,23,23,23,0.25,0.2190476
8826,12524,0.8080841302871704,8,6,1,1,1,0.125,0.1666667
3780,11696,0.8160470128059387,125,124,17,17,17,0.136,0.1370968
6453,15581,0.7653340697288513,12,7,2,2,2,0.1666667,0.2857143
7175,13882,0.7817598581314087,26,55,8,8,8,0.3076923,0.1454545
9541,17430,0.8445404171943665,7,6,0,0,0,0.0,0.0
5027,12771,0.8413904309272766,80,78,11,11,11,0.1375,0.1410256
4331,11427,0.7609106302261353,15,19,4,4,4,0.2666667,0.2105263
4389,11288,0.7608292102813721,20,40,4,4,4,0.2,0.1
2038,14922,0.8941585421562195,55,62,13,13,13,0.2363636,0.2096774
5754,18060,0.8504493236541748,3,3,1,1,1,0.3333333,0.3333333
4436,12940,0.8505547642707825,192,242,62,62,62,0.3229167,0.2561983
2489,12085,0.8907250165939331,27,40,8,8,8,0.2962963,0.2
3886,12882,0.9643641710281372,45,46,7,7,7,0.1555556,0.1521739
2240,15136,0.82144695520401,5,5,3,3,3,0.6,0.6
2413,11043,0.8723875284194946,24,21,5,5,5,0.2083333,0.2380952
8477,10362,0.8186118602752686,16,14,4,4,4,0.25,0.2857143
7992,18835,0.6787935495376587,5,3,1,1,1,0.2,0.3333333
3637,18450,0.828323483467102,9,5,2,2,2,0.2222222,0.4
3939,9775,0.818219006061554,15,14,5,5,5,0.3333333,0.3571429
2370,16679,0.858244776725769,17,14,5,5,5,0.2941176,0.3571429
6247,13913,0.819429337978363,117,111,33,33,33,0.2820513,0.2972973
7945,11440,0.8027640581130981,15,12,3,3,3,0.2,0.25
9061,11846,0.7466087937355042,4,3,0,0,0,0.0,0.0
4110,13714,0.8075525164604187,5,3,1,1,1,0.2,0.3333333
6342,14001,0.8120615482330322,7,12,1,1,1,0.1428571,0.0833333
4826,18845,0.7024849057197571,35,46,8,8,8,0.2285714,0.173913
6137,14800,0.824594259262085,7,5,1,1,1,0.1428571,0.2
6013,16836,0.8565280437469482,57,162,26,26,26,0.4561404,0.1604938
4640,10883,0.6717652082443237,33,44,7,7,7,0.2121212,0.1590909
6771,14299,0.7759672999382019,6,8,0,0,0,0.0,0.0
6626,16919,0.8443279266357422,137,126,34,34,34,0.2481752,0.2698413
7125,17011,0.7120144963264465,3,3,1,1,1,0.3333333,0.3333333
3513,16819,0.7716468572616577,19,13,3,3,3,0.1578947,0.2307692
332,16356,0.7773603796958923,140,136,39,39,39,0.2785714,0.2867647
6931,9948,0.8330390453338623,13,49,10,10,10,0.7692308,0.2040816
6332,11080,0.8719075918197632,235,419,70,70,70,0.2978723,0.1670644
7038,13457,0.8322896361351013,6,5,0,0,0,0.0,0.0
7290,16418,0.8319506645202637,25,35,4,4,4,0.16,0.1142857
8181,13508,0.7725565433502197,8,5,1,1,1,0.125,0.2
1284,17418,0.8063336610794067,8,3,1,1,1,0.125,0.3333333
614,10570,0.9066145420074464,146,115,28,28,28,0.1917808,0.2434783
8117,18447,0.8273031115531921,11,9,3,3,3,0.2727273,0.3333333
9224,13175,0.840855598449707,23,25,6,6,6,0.2608696,0.24
7932,10673,0.6885636448860168,4,6,1,1,1,0.25,0.1666667
6715,16982,0.8379999399185181,12,13,2,2,2,0.1666667,0.1538462
8519,14792,0.7949515581130981,11,9,2,2,2,0.1818182,0.2222222
7459,10611,0.8347222805023193,4,3,0,0,0,0.0,0.0
8282,18900,0.8353589773178101,16,17,6,6,6,0.375,0.3529412
6998,10252,0.7601423859596252,28,34,4,4,4,0.1428571,0.1176471
4406,12368,0.7985687255859375,21,25,3,3,3,0.1428571,0.12
8325,16997,0.7790939807891846,59,69,16,16,16,0.2711864,0.2318841
6672,16094,0.8470619320869446,14,22,2,2,2,0.1428571,0.0909091
2111,10420,0.8534745573997498,3,2,0,0,0,0.0,0.0
331,10459,0.7705155611038208,17,16,5,5,5,0.2941176,0.3125
3130,11451,0.8346962332725525,2,4,1,1,1,0.5,0.25
4499,12186,0.7177374958992004,62,76,9,9,9,0.1451613,0.1184211
7565,10978,0.88312828540802,5,4,2,2,2,0.4,0.5
5452,16506,0.7792937755584717,13,12,3,3,3,0.2307692,0.25
6106,17790,0.838560938835144,85,77,23,23,23,0.2705882,0.2987013
6829,19051,0.8357276916503906,12,10,1,1,1,0.0833333,0.1
2960,12144,0.7806828022003174,20,28,4,4,4,0.2,0.1428571
6653,19091,0.8897914886474609,5,3,1,1,1,0.2,0.3333333
3038,10931,0.816481351852417,14,13,0,0,0,0.0,0.0
7076,14498,0.7417223453521729,12,23,5,5,5,0.4166667,0.2173913
8683,16862,0.6851726174354553,3,10,2,2,2,0.6666667,0.2
1239,13995,0.8048686385154724,193,170,50,50,50,0.2590674,0.2941176
4528,18866,0.7827720046043396,35,14,5,5,5,0.1428571,0.3571429
4746,11626,0.8685480356216431,15,37,4,4,4,0.2666667,0.1081081
5707,11404,0.7415632009506226,4,2,0,0,0,0.0,0.0
7453,10894,0.8793959617614746,51,54,19,19,19,0.372549,0.3518519
8759,18434,0.8272524476051331,2,2,0,0,0,0.0,0.0
8719,16906,0.8455315828323364,15,14,2,2,2,0.1333333,0.1428571
6362,16933,0.7838085889816284,19,17,5,5,5,0.2631579,0.2941176
5546,12246,0.7984654307365417,20,20,5,5,5,0.25,0.25
8268,10325,0.746414065361023,40,50,11,11,11,0.275,0.22
2939,17202,0.7559484243392944,12,19,5,5,5,0.4166667,0.2631579
1143,14264,0.8139759302139282,2,13,1,1,1,0.5,0.0769231
3255,16275,0.7314572334289551,9,13,1,1,1,0.1111111,0.0769231
8200,14247,0.8229918479919434,4,3,0,0,0,0.0,0.0
861,19044,0.7166130542755127,21,35,1,1,1,0.047619,0.0285714
2375,19231,0.8657388091087341,11,5,0,0,0,0.0,0.0
1336,14844,0.8274997472763062,20,19,0,0,0,0.0,0.0
6221,11602,0.7895203828811646,37,36,5,5,5,0.1351351,0.1388889
6891,11433,0.7172824144363403,8,7,2,2,2,0.25,0.2857143
7314,13336,0.7882392406463623,3,4,0,0,0,0.0,0.0
3047,19220,0.795364499092102,10,9,1,1,1,0.1,0.1111111
8145,15070,0.7429904937744141,18,10,5,5,5,0.2777778,0.5
7374,11437,0.8961949348449707,32,49,4,4,4,0.125,0.0816327
2072,15522,0.8007149696350098,3,2,0,0,0,0.0,0.0
2292,18909,0.8012794852256775,6,6,2,2,2,0.3333333,0.3333333
4027,14926,0.7966709136962891,401,608,107,107,107,0.2668329,0.1759868
2429,16174,0.8166395425796509,6,8,1,1,1,0.1666667,0.125
5960,11273,0.8931620717048645,14,15,3,3,3,0.2142857,0.2
8297,15060,0.8003438115119934,6,6,2,2,2,0.3333333,0.3333333
4229,16229,0.8533470630645752,12,5,2,2,2,0.1666667,0.4
5527,10259,0.8010711669921875,22,6,0,0,0,0.0,0.0
2016,10379,0.758493959903717,4,4,1,1,1,0.25,0.25
5821,17238,0.8008722066879272,7,8,3,3,3,0.4285714,0.375
925,11988,0.7876049280166626,107,96,24,24,24,0.2242991,0.25
304,16745,0.8166046142578125,5,4,0,0,0,0.0,0.0
3691,13786,0.8150506019592285,12,33,3,3,3,0.25,0.0909091
5072,9800,0.796686589717865,14,10,1,1,1,0.0714286,0.1
9296,16005,0.8491012454032898,7,36,4,4,4,0.5714286,0.1111111
2548,12347,0.8547374606132507,158,142,21,21,21,0.1329114,0.1478873
8827,11096,0.7970174551010132,16,11,3,3,3,0.1875,0.2727273
7641,15141,0.7960000038146973,8,7,2,2,2,0.25,0.2857143
1425,11752,0.8401349782943726,114,120,28,28,28,0.245614,0.2333333
5549,18477,0.7833223342895508,9,24,3,3,3,0.3333333,0.125
9163,16234,0.7946380972862244,7,5,0,0,0,0.0,0.0
5501,11675,0.7161000967025757,11,25,6,6,6,0.5454545,0.24
2172,11134,0.7851715087890625,58,58,21,21,21,0.362069,0.362069
2318,12271,0.8678842782974243,12,13,2,2,2,0.1666667,0.1538462
7744,14451,0.8322895169258118,12,16,5,5,5,0.4166667,0.3125
9237,11875,0.7820466160774231,21,14,3,3,3,0.1428571,0.2142857
8080,15345,0.8776782751083374,9,23,3,3,3,0.3333333,0.1304348
4116,12630,0.8248300552368164,15,24,2,2,2,0.1333333,0.0833333
2264,19066,0.7814699411392212,4,2,0,0,0,0.0,0.0
100,14978,0.8053173422813416,24,14,1,1,1,0.0416667,0.0714286
2363,11231,0.7648705244064331,10,6,1,1,1,0.1,0.1666667
3698,10661,0.7567181587219238,8,12,2,2,2,0.25,0.1666667
9586,16350,0.8281265497207642,3,4,0,0,0,0.0,0.0
7873,9883,0.7872798442840576,3,2,0,0,0,0.0,0.0
4588,13613,0.7998660206794739,18,18,2,2,2,0.1111111,0.1111111
1523,12687,0.7728231549263,3,2,0,0,0,0.0,0.0
8894,15161,0.8430685997009277,34,35,10,10,10,0.2941176,0.2857143
7217,12732,0.8038133382797241,4,4,0,0,0,0.0,0.0
2300,13138,0.8643689751625061,7,7,0,0,0,0.0,0.0
2391,10516,0.815973162651062,25,29,2,2,2,0.08,0.0689655
2809,17710,0.785438060760498,5,6,2,2,2,0.4,0.3333333
1805,19022,0.8332000970840454,127,125,17,17,17,0.1338583,0.136
855,15503,0.7685039639472961,10,8,1,1,1,0.1,0.125
5215,11244,0.8158062696456909,5,2,0,0,0,0.0,0.0
5393,18978,0.8597582578659058,14,19,5,5,5,0.3571429,0.2631579
7351,12560,0.7049214839935303,8,5,2,2,2,0.25,0.4
9177,13391,0.7752071619033813,7,4,0,0,0,0.0,0.0
8457,11610,0.7942111492156982,16,18,6,6,6,0.375,0.3333333
1652,12814,0.7557109594345093,17,10,4,4,4,0.2352941,0.4
4497,12541,0.7818371653556824,4,2,0,0,0,0.0,0.0
2381,18701,0.9011425971984864,28,32,4,4,4,0.1428571,0.125
8319,17832,0.8252547383308411,5,4,0,0,0,0.0,0.0
3790,18606,0.715813398361206,12,6,2,2,2,0.1666667,0.3333333
4345,9824,0.8532559871673584,7,5,2,2,2,0.2857143,0.4
7712,13977,0.8323667645454407,28,31,7,7,7,0.25,0.2258065
9431,12201,0.8594209551811218,17,13,8,8,8,0.4705882,0.6153846
8829,12770,0.8352949023246765,60,67,13,13,13,0.2166667,0.1940299
1070,14766,0.8094608187675476,46,66,13,13,13,0.2826087,0.1969697
1904,11322,0.7905746698379517,11,16,5,5,5,0.4545455,0.3125
7855,18757,0.8363083004951477,3,5,2,2,2,0.6666667,0.4
708,14944,0.8176398873329163,13,19,2,2,2,0.1538462,0.1052632
8289,9909,0.8491162657737732,28,31,3,3,3,0.1071429,0.0967742
9548,16434,0.8473780155181885,9,10,1,1,1,0.1111111,0.1
5411,13239,0.7723939418792725,23,17,1,1,1,0.0434783,0.0588235
4505,18421,0.7965710163116455,119,104,34,34,34,0.2857143,0.3269231
8204,12839,0.8712387084960938,11,6,2,2,2,0.1818182,0.3333333
1452,13003,0.8025579452514648,12,7,4,4,4,0.3333333,0.5714286
7503,15537,0.8019495010375977,50,114,17,17,17,0.34,0.1491228
593,17973,0.7322055101394653,43,42,9,9,9,0.2093023,0.2142857
9042,10267,0.8503597974777222,32,29,6,6,6,0.1875,0.2068966
4750,17061,0.737568736076355,71,75,14,14,14,0.1971831,0.1866667
5115,13892,0.826592743396759,15,12,4,4,4,0.2666667,0.3333333
5475,9854,0.6732313632965088,71,87,16,16,16,0.2253521,0.183908
4730,11606,0.8112058043479919,54,66,8,8,8,0.1481481,0.1212121
4920,12490,0.8907129764556885,12,26,4,4,4,0.3333333,0.1538462
3261,15708,0.7908423542976379,11,9,6,6,6,0.5454545,0.6666667
2048,18338,0.79432612657547,19,17,6,6,6,0.3157895,0.3529412
6678,15846,0.8453607559204102,8,7,1,1,1,0.125,0.1428571
2924,9935,0.8425188064575195,4,5,2,2,2,0.5,0.4
3650,15296,0.853825569152832,24,6,4,4,4,0.1666667,0.6666667
8341,18864,0.7797785401344299,7,8,2,2,2,0.2857143,0.25
8310,17305,0.8158575296401978,17,14,5,5,5,0.2941176,0.3571429
7196,19154,0.8082969784736633,5,6,2,2,2,0.4,0.3333333
7311,15465,0.7784091830253601,5,3,0,0,0,0.0,0.0
1076,13524,0.796478807926178,21,21,3,3,3,0.1428571,0.1428571
8743,12613,0.8452086448669434,57,60,16,16,16,0.2807018,0.2666667
6673,19235,0.755090594291687,11,10,3,3,3,0.2727273,0.3
4028,10115,0.8711100816726685,136,341,51,51,51,0.375,0.1495601
4556,14521,0.7588196992874146,15,30,6,6,6,0.4,0.2
5835,11570,0.8825945258140564,7,5,0,0,0,0.0,0.0
7009,11721,0.7094437479972839,193,187,40,40,40,0.2072539,0.2139037
5407,18628,0.775784432888031,2,2,0,0,0,0.0,0.0
1470,10503,0.7870007753372192,15,14,3,3,3,0.2,0.2142857
5687,10954,0.8553887605667114,62,76,11,11,11,0.1774194,0.1447368
9658,18254,0.8047811388969421,13,12,3,3,3,0.2307692,0.25
1397,16705,0.7704393863677979,8,10,5,5,5,0.625,0.5
5319,9969,0.8560135364532471,3,34,1,1,1,0.3333333,0.0294118
6019,16616,0.6849606037139893,5,2,1,1,1,0.2,0.5
623,15361,0.8721051216125488,21,21,4,4,4,0.1904762,0.1904762
932,13227,0.7689835429191589,7,6,1,1,1,0.1428571,0.1666667
8105,9975,0.8231555223464966,8,4,0,0,0,0.0,0.0
6977,9940,0.8019844889640808,14,19,2,2,2,0.1428571,0.1052632
6762,10918,0.8120079040527344,18,5,2,2,2,0.1111111,0.4
193,14321,0.7205648422241211,12,10,1,1,1,0.0833333,0.1
6865,10787,0.7389104962348938,11,9,3,3,3,0.2727273,0.3333333
2907,13256,0.854991614818573,11,6,2,2,2,0.1818182,0.3333333
1867,18438,0.8020216822624207,66,263,47,47,47,0.7121212,0.1787072
1152,10499,0.7288562655448914,8,4,3,3,3,0.375,0.75
8844,11073,0.7487236261367798,5,4,2,2,2,0.4,0.5
1144,10086,0.8848177194595337,5,5,1,1,1,0.2,0.2
5106,11559,0.8339394927024841,8,4,2,2,2,0.25,0.5
921,17247,0.8816379308700562,4,18,0,0,0,0.0,0.0
9058,13662,0.7773897647857666,6,6,3,3,3,0.5,0.5
9568,14401,0.8523558378219604,9,6,3,3,3,0.3333333,0.5
7322,12050,0.8125499486923218,19,31,5,5,5,0.2631579,0.1612903
4747,12529,0.8078005313873291,8,13,1,1,1,0.125,0.0769231
7128,10644,0.7171050310134888,7,5,0,0,0,0.0,0.0
1588,16398,0.752811849117279,2,2,0,0,0,0.0,0.0
4856,17311,0.5971758365631104,14,16,3,3,3,0.2142857,0.1875
8205,12519,0.7772158980369568,32,42,9,9,9,0.28125,0.2142857
525,10458,0.7701904773712158,21,21,6,6,6,0.2857143,0.2857143
2973,18017,0.7511592507362366,7,15,4,4,4,0.5714286,0.2666667
3281,15280,0.7850680351257324,102,84,33,33,33,0.3235294,0.3928571
3333,11126,0.7694003582000732,11,9,1,1,1,0.0909091,0.1111111
3276,16742,0.6805460453033447,128,140,36,36,36,0.28125,0.2571429
5366,15139,0.7781660556793213,147,262,70,70,70,0.4761905,0.2671756
7623,10478,0.7846823930740356,38,75,15,15,15,0.3947368,0.2
7617,13144,0.78453528881073,15,14,5,5,5,0.3333333,0.3571429
5696,15459,0.8469150066375732,13,2,0,0,0,0.0,0.0
6590,12294,0.8310287594795227,8,5,1,1,1,0.125,0.2
7664,11534,0.8398216962814331,12,21,7,7,7,0.5833333,0.3333333
3988,9866,0.8360365629196167,30,32,2,2,2,0.0666667,0.0625
9433,15623,0.778753399848938,5,6,2,2,2,0.4,0.3333333
9671,14103,0.8441378474235535,7,4,2,2,2,0.2857143,0.5
6962,10710,0.8467992544174194,85,68,20,20,20,0.2352941,0.2941176
9026,18237,0.8956839442253113,61,59,17,17,17,0.2786885,0.2881356
9617,18333,0.7508138418197632,8,5,1,1,1,0.125,0.2
5876,14464,0.8334759473800659,3,9,0,0,0,0.0,0.0
3651,15613,0.7051668167114258,5,15,2,2,2,0.4,0.1333333
3921,16377,0.8081787824630737,4,5,2,2,2,0.5,0.4
8116,11636,0.8875316381454468,10,13,0,0,0,0.0,0.0
7487,15635,0.9338379502296448,197,194,35,35,35,0.177665,0.1804124
7593,14713,0.8269285559654236,67,50,13,13,13,0.1940299,0.26
2987,14895,0.8959380984306335,60,59,18,18,18,0.3,0.3050847
5660,15333,0.8612697720527649,11,26,3,3,3,0.2727273,0.1153846
2146,14810,0.8675938844680786,8,7,0,0,0,0.0,0.0
7017,18574,0.8327129483222961,11,7,2,2,2,0.1818182,0.2857143
2868,18852,0.7882423400878906,9,5,1,1,1,0.1111111,0.2
7392,17096,0.7872107028961182,5,2,0,0,0,0.0,0.0
958,11382,0.7097595930099487,112,103,22,22,22,0.1964286,0.2135922
8127,9966,0.8588645458221436,4,2,0,0,0,0.0,0.0
323,10871,0.8630871772766113,8,6,0,0,0,0.0,0.0
7204,10071,0.907506823539734,55,58,9,9,9,0.1636364,0.1551724
3246,11075,0.7574476599693298,136,348,52,52,52,0.3823529,0.1494253
1048,11312,0.8753724694252014,29,39,11,11,11,0.3793103,0.2820513
2998,16868,0.8623379468917847,6,4,1,1,1,0.1666667,0.25
8403,13247,0.784574031829834,4,4,0,0,0,0.0,0.0
2593,16145,0.7937716245651245,6,3,0,0,0,0.0,0.0
4317,15796,0.8086961507797241,10,6,2,2,2,0.2,0.3333333
2985,15357,0.858612060546875,7,5,1,1,1,0.1428571,0.2
5357,16621,0.8028237819671631,7,3,2,2,2,0.2857143,0.6666667
2056,13990,0.7842884063720703,12,8,2,2,2,0.1666667,0.25
9536,13253,0.8441750407218933,3,2,0,0,0,0.0,0.0
3760,14041,0.824211835861206,12,6,3,3,3,0.25,0.5
2955,12561,0.7274819612503052,5,4,0,0,0,0.0,0.0
7810,16301,0.8308916687965393,18,12,4,4,4,0.2222222,0.3333333
6834,18615,0.7307091951370239,80,85,31,31,31,0.3875,0.3647059
8608,14740,0.7857872247695923,6,6,2,2,2,0.3333333,0.3333333
9423,12149,0.8771607279777527,55,76,17,17,17,0.3090909,0.2236842
1477,15976,0.7658700346946716,6,4,1,1,1,0.1666667,0.25
2003,14365,0.7732385993003845,15,6,1,1,1,0.0666667,0.1666667
7834,10215,0.7730885744094849,12,17,5,5,5,0.4166667,0.2941176
4934,18774,0.8846195340156555,18,30,0,0,0,0.0,0.0
4100,15430,0.8060973882675171,14,13,4,4,4,0.2857143,0.3076923
5020,11235,0.8209304809570312,15,94,9,9,9,0.6,0.0957447
7521,10169,0.7197014689445496,103,87,25,25,25,0.2427184,0.2873563
2008,14565,0.8730887770652771,75,154,30,30,30,0.4,0.1948052
651,12492,0.855700671672821,7,10,0,0,0,0.0,0.0
5282,17507,0.806491494178772,9,10,3,3,3,0.3333333,0.3
4972,11423,0.782486617565155,7,6,1,1,1,0.1428571,0.1666667
151,13746,0.8435561656951904,12,11,2,2,2,0.1666667,0.1818182
6317,10898,0.7562593221664429,20,12,6,6,6,0.3,0.5
6147,10078,0.8971830606460571,156,176,34,34,34,0.2179487,0.1931818
7998,17268,0.8322547674179077,22,26,6,6,6,0.2727273,0.2307692
547,15445,0.8597275018692017,8,7,4,4,4,0.5,0.5714286
434,16965,0.8327314257621765,16,12,2,2,2,0.125,0.1666667
6324,17065,0.8124575614929199,118,113,29,29,29,0.2457627,0.2566372
850,13496,0.8518779277801514,47,52,11,11,11,0.2340426,0.2115385
9326,11326,0.8384778499603271,16,27,6,6,6,0.375,0.2222222
3415,17290,0.8053314685821533,6,5,0,0,0,0.0,0.0
963,15588,0.901436686515808,13,12,2,2,2,0.1538462,0.1666667
591,18260,0.8441066145896912,10,8,3,3,3,0.3,0.375
5580,17321,0.961463451385498,99,96,16,16,16,0.1616162,0.1666667
3440,18515,0.8094205856323242,10,7,2,2,2,0.2,0.2857143
6964,18185,0.8388204574584961,5,7,1,1,1,0.2,0.1428571
2758,16760,0.8041191101074219,10,12,1,1,1,0.1,0.0833333
8871,13491,0.9668334126472472,4,3,1,1,1,0.25,0.3333333
7567,11281,0.7002747654914856,18,9,6,6,6,0.3333333,0.6666667
